cnt,rolling_mean_5,rolling_mean_6,rolling_mean_7,rolling_mean_8,rolling_mean_9,rolling_mean_10,rolling_std_5,rolling_std_6,rolling_std_7,rolling_std_8,rolling_std_9,rolling_std_10,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_diff_1,lag_diff_2,lag_diff_3,lag_diff_4,lag_diff_5,lag_diff_6,lag_diff_7,lag_diff_8,lag_diff_9,lag_diff_10,day_of_week,month,Y
55,59.4,59.166666666666664,56.57142857142857,58.25,58.77777777777778,58.3,9.126883367283721,8.183316361150082,10.14654527178491,10.525479290071033,9.97218353443439,9.52248800355127,71.0,66.0,57.0,48.0,58.0,41.0,70.0,63.0,54.0,51.0,-16.0,-11.0,-2.0,7.0,-3.0,14.0,-15.0,-8.0,1.0,4.0,6,3,71.0
36,57.0,55.5,55.857142857142854,54.0,55.77777777777778,56.5,13.435028842544412,12.565826673959805,11.509830167130628,11.880355935023877,12.326574724733726,11.84389200295991,55.0,71.0,66.0,57.0,48.0,58.0,41.0,70.0,63.0,54.0,-19.0,-35.0,-30.0,-21.0,-12.0,-22.0,-5.0,-34.0,-27.0,-18.0,0,3,55.0
63,58.2,58.0,56.57142857142857,56.75,55.0,56.5,13.700364958642533,12.26376777340471,11.816050423853454,10.951190411483646,11.510864433221334,11.84389200295991,36.0,55.0,71.0,66.0,57.0,48.0,58.0,41.0,70.0,63.0,27.0,8.0,-8.0,-3.0,6.0,15.0,5.0,22.0,-7.0,0.0,1,3,36.0
43,53.6,55.666666666666664,55.857142857142854,54.875,55.22222222222222,53.8,14.275853739794346,13.735598518691,12.548951768023905,11.945561040463042,11.222497246354946,11.496859474559892,63.0,36.0,55.0,71.0,66.0,57.0,48.0,58.0,41.0,70.0,-20.0,7.0,-12.0,-28.0,-23.0,-14.0,-5.0,-15.0,2.0,-27.0,2,3,63.0
56,50.6,54.0,55.714285714285715,55.875,55.0,55.3,10.876580344942994,12.806248474865685,12.539461521058033,11.61818156413226,11.180339887498944,10.58353018189635,43.0,63.0,36.0,55.0,71.0,66.0,57.0,48.0,58.0,41.0,13.0,-7.0,20.0,1.0,-15.0,-10.0,-1.0,8.0,-2.0,15.0,3,3,43.0
48,49.2,50.166666666666664,53.142857142857146,54.75,55.0,54.3,10.616025621672183,9.786044485218024,11.90838040245287,11.925363127145673,11.180339887498944,10.770845422301395,56.0,43.0,63.0,36.0,55.0,71.0,66.0,57.0,48.0,58.0,-8.0,5.0,-15.0,12.0,-7.0,-23.0,-18.0,-9.0,0.0,-10.0,4,3,56.0
70,56.0,52.666666666666664,53.0,55.25,56.44444444444444,56.5,10.931605554537734,12.73839340995034,11.661903789690593,12.532814072323442,12.258783698955524,11.559027256266466,48.0,56.0,43.0,63.0,36.0,55.0,71.0,66.0,57.0,48.0,22.0,14.0,27.0,7.0,34.0,15.0,-1.0,4.0,13.0,22.0,5,3,48.0
75,58.4,59.166666666666664,55.857142857142854,55.75,57.44444444444444,58.3,13.794926603646728,12.480651692386363,14.369279400032218,13.306818874976411,13.445362686732466,12.96191001014554,70.0,48.0,56.0,43.0,63.0,36.0,55.0,71.0,66.0,57.0,5.0,27.0,19.0,32.0,12.0,39.0,20.0,4.0,9.0,18.0,6,3,70.0
42,58.2,55.666666666666664,56.714285714285715,54.125,54.22222222222222,55.9,14.078352176302463,14.038043548396137,13.111245627504722,14.176817091898405,13.264405167381021,13.584713631300602,75.0,70.0,48.0,56.0,43.0,63.0,36.0,55.0,71.0,66.0,-33.0,-28.0,-6.0,-14.0,-1.0,-21.0,6.0,-13.0,-29.0,-24.0,0,3,75.0
46,56.2,56.166666666666664,54.285714285714285,55.375,53.22222222222222,53.4,15.13935269422046,13.541294866690793,13.325592991361711,12.715991057382373,13.53493422386841,12.773235907770406,42.0,75.0,70.0,48.0,56.0,43.0,63.0,36.0,55.0,71.0,4.0,-29.0,-24.0,-2.0,-10.0,3.0,-17.0,10.0,-9.0,-25.0,1,3,42.0
30,52.6,51.833333333333336,52.42857142857143,51.25,52.55555555555556,50.9,19.17811252443786,17.255916859635892,15.830952201906472,15.030920511684283,14.595471139287612,14.722997883130535,46.0,42.0,75.0,70.0,48.0,56.0,43.0,63.0,36.0,55.0,-16.0,-12.0,-45.0,-40.0,-18.0,-26.0,-13.0,-33.0,-6.0,-25.0,2,3,46.0
42,47.0,50.833333333333336,50.42857142857143,51.125,50.22222222222222,51.5,16.763054614240218,17.690863932173187,16.184943032101806,15.113262860339397,14.394250395364267,14.159802258506282,30.0,46.0,42.0,75.0,70.0,48.0,56.0,43.0,63.0,36.0,12.0,-4.0,0.0,-33.0,-28.0,-6.0,-14.0,-1.0,-21.0,6.0,3,3,30.0
49,41.8,47.333333333333336,50.57142857142857,50.25,50.888888888888886,50.1,7.224956747275397,15.015547498065665,16.164334637890732,14.992855441366537,14.154897071724365,13.576532039597657,42.0,30.0,46.0,42.0,75.0,70.0,48.0,56.0,43.0,63.0,7.0,19.0,3.0,7.0,-26.0,-21.0,1.0,-7.0,6.0,-14.0,4,3,42.0
52,43.8,43.5,48.0,50.75,50.44444444444444,51.0,8.555699854482992,7.687652437512977,13.820274961085248,14.973786619098243,14.036658355099252,13.34998959633384,49.0,42.0,30.0,46.0,42.0,75.0,70.0,48.0,56.0,43.0,3.0,10.0,22.0,6.0,10.0,-23.0,-18.0,4.0,-4.0,9.0,5,3,49.0
61,46.8,46.666666666666664,46.0,49.625,51.888888888888886,51.5,11.606032913963336,10.385887861259915,9.64365076099295,13.595561250433377,14.417389191913736,13.64836172504881,52.0,49.0,42.0,30.0,46.0,42.0,75.0,70.0,48.0,56.0,9.0,12.0,19.0,31.0,15.0,19.0,-14.0,-9.0,13.0,5.0,6,3,52.0
58,52.4,48.666666666666664,48.285714285714285,47.5,50.55555555555556,52.5,7.503332592921649,11.343133018115681,10.403753901265402,9.88505365257496,13.020283321716837,13.72953021774597,61.0,52.0,49.0,42.0,30.0,46.0,42.0,75.0,70.0,48.0,-3.0,6.0,9.0,16.0,28.0,12.0,16.0,-17.0,-12.0,10.0,0,3,61.0
42,52.4,50.666666666666664,47.714285714285715,47.5,46.888888888888886,49.7,7.503332592921649,7.94145242803017,10.656989658033288,9.88505365257496,9.426617161586176,12.570247058475445,58.0,61.0,52.0,49.0,42.0,30.0,46.0,42.0,75.0,70.0,-16.0,-19.0,-10.0,-7.0,0.0,12.0,-4.0,0.0,-33.0,-28.0,1,3,58.0
34,49.4,49.333333333333336,48.285714285714285,46.0,46.0,45.6,11.260550608207412,10.07306639840452,9.604066599003525,10.993504575754846,10.283481900601561,9.77752524926421,42.0,58.0,61.0,52.0,49.0,42.0,30.0,46.0,42.0,75.0,-8.0,-24.0,-27.0,-18.0,-15.0,-8.0,4.0,-12.0,-8.0,-41.0,2,3,42.0
48,48.6,49.166666666666664,49.142857142857146,48.25,46.22222222222222,46.2,11.171392035015167,10.087946603083612,9.209208641871662,8.892211680534176,10.305068871407135,9.715966241192854,34.0,42.0,58.0,61.0,52.0,49.0,42.0,30.0,46.0,42.0,14.0,6.0,-10.0,-13.0,-4.0,-1.0,6.0,18.0,2.0,6.0,3,3,34.0
57,47.8,50.0,50.285714285714285,50.125,49.22222222222222,47.3,10.158740079360252,10.564090116995384,9.673232581274391,8.967202143685295,8.814445214784895,10.296169730104024,48.0,34.0,42.0,58.0,61.0,52.0,49.0,42.0,30.0,46.0,9.0,23.0,15.0,-1.0,-4.0,5.0,8.0,15.0,27.0,11.0,4,4,48.0
86,53.4,54.166666666666664,55.142857142857146,54.75,54.111111111111114,52.9,20.06987792688337,18.04900735959367,16.677615451342465,15.480402357266332,14.60688574307032,14.294132440348449,57.0,48.0,34.0,42.0,58.0,61.0,52.0,49.0,42.0,30.0,29.0,38.0,52.0,44.0,28.0,25.0,34.0,37.0,44.0,56.0,5,4,57.0
76,60.2,57.166666666666664,57.285714285714285,57.75,57.111111111111114,56.3,20.980943734732246,20.183326451966895,18.427463975583517,17.110982271211498,16.12020815967061,15.413197807939355,86.0,57.0,48.0,34.0,42.0,58.0,61.0,52.0,49.0,42.0,-10.0,19.0,28.0,42.0,34.0,18.0,15.0,24.0,27.0,34.0,6,4,86.0
35,60.4,56.0,54.0,54.5,55.22222222222222,54.9,20.671236053995422,21.40093455903269,20.240223977680348,18.792095602748965,17.71142129938883,16.7295480446358,76.0,86.0,57.0,48.0,34.0,42.0,58.0,61.0,52.0,49.0,-41.0,-51.0,-22.0,-13.0,1.0,-7.0,-23.0,-26.0,-17.0,-14.0,0,4,76.0
51,61.0,58.833333333333336,55.285714285714285,53.625,54.111111111111114,54.8,20.260799589354814,18.882972929776358,19.627483161070217,18.768800098643947,17.617068743440576,16.751782658040366,35.0,76.0,86.0,57.0,48.0,34.0,42.0,58.0,61.0,52.0,16.0,-25.0,-35.0,-6.0,3.0,17.0,9.0,-7.0,-10.0,-1.0,1,4,35.0
43,58.2,58.0,56.57142857142857,53.75,52.44444444444444,53.0,21.856349191939632,19.555050498528505,18.246982790378816,18.68345333634627,17.910270176012915,16.97710877099578,51.0,35.0,76.0,86.0,57.0,48.0,34.0,42.0,58.0,61.0,-8.0,8.0,-33.0,-43.0,-14.0,-5.0,9.0,1.0,-15.0,-18.0,2,4,51.0
39,48.8,55.0,55.285714285714285,54.375,52.111111111111114,51.1,16.315636671610466,21.061813787041228,19.24157205734747,17.999503961419123,18.155195154861627,17.412958137867058,43.0,51.0,35.0,76.0,86.0,57.0,48.0,34.0,42.0,58.0,-4.0,-12.0,4.0,-37.0,-47.0,-18.0,-9.0,5.0,-3.0,-19.0,3,4,43.0
47,43.0,48.5,53.857142857142854,54.25,53.55555555555556,51.6,6.324555320336779,14.611639196202448,19.46302966676883,18.053491945564748,17.015515795231646,17.19302184026995,39.0,43.0,51.0,35.0,76.0,86.0,57.0,48.0,34.0,42.0,8.0,4.0,-4.0,12.0,-29.0,-39.0,-10.0,-1.0,13.0,5.0,4,4,39.0
64,48.8,46.5,50.714285714285715,55.125,55.333333333333336,54.6,9.602083107326257,10.271319292087052,14.568393708233419,18.372631042628903,17.197383521919836,16.378848148348723,47.0,39.0,43.0,51.0,35.0,76.0,86.0,57.0,48.0,34.0,17.0,25.0,21.0,13.0,29.0,-12.0,-22.0,7.0,16.0,30.0,5,4,47.0
82,55.0,54.333333333333336,51.57142857142857,54.625,58.111111111111114,58.0,17.846568297574755,16.04576787401172,16.369251080986594,17.443275413260462,19.380689128901246,18.275666882497063,64.0,47.0,39.0,43.0,51.0,35.0,76.0,86.0,57.0,48.0,18.0,35.0,43.0,39.0,31.0,47.0,6.0,-4.0,25.0,34.0,6,4,64.0
58,58.0,55.5,54.857142857142854,52.375,55.0,58.1,16.537835408541238,16.009372255026115,14.713129866761529,15.324466898208419,16.35542723379612,18.27232272530719,82.0,64.0,47.0,39.0,43.0,51.0,35.0,76.0,86.0,57.0,-24.0,-6.0,11.0,19.0,15.0,7.0,23.0,-18.0,-28.0,1.0,0,4,82.0
53,60.8,57.166666666666664,55.142857142857146,54.625,52.44444444444444,54.8,13.405222862750186,14.932068398807537,14.645005649578636,13.637527006651268,14.33624001535192,15.433009355850771,58.0,82.0,64.0,47.0,39.0,43.0,51.0,35.0,76.0,86.0,-5.0,-29.0,-11.0,6.0,14.0,10.0,2.0,18.0,-23.0,-33.0,1,4,58.0
37,58.8,56.833333333333336,54.285714285714285,52.875,52.666666666666664,50.9,16.392071254115518,15.432649372893389,15.617450557141572,14.999404750094008,14.044571905188135,14.371654200002306,53.0,58.0,82.0,64.0,47.0,39.0,43.0,51.0,35.0,76.0,-16.0,-21.0,-45.0,-27.0,-10.0,-2.0,-6.0,-14.0,2.0,-39.0,2,4,53.0
36,53.2,55.0,53.857142857142854,52.0,51.0,51.0,18.78030883665123,17.36663467687393,16.13927478160621,15.83847034461165,15.116216457830971,14.251705550954615,37.0,53.0,58.0,82.0,64.0,47.0,39.0,43.0,51.0,35.0,-1.0,-17.0,-22.0,-46.0,-28.0,-11.0,-3.0,-7.0,-15.0,1.0,3,4,37.0
46,46.0,52.0,53.714285714285715,52.875,51.333333333333336,50.5,9.669539802906872,17.052858997833766,16.214338158085937,15.19809668534658,14.949916387726049,14.339146108158273,36.0,37.0,53.0,58.0,82.0,64.0,47.0,39.0,43.0,51.0,10.0,9.0,-7.0,-12.0,-36.0,-18.0,-1.0,7.0,3.0,-5.0,4,4,36.0
60,46.4,48.333333333333336,53.142857142857146,54.5,53.666666666666664,52.2,10.310189135025619,10.366613075960087,15.858000834789681,15.175167685587997,14.41353530539957,14.358891941155395,46.0,36.0,37.0,53.0,58.0,82.0,64.0,47.0,39.0,43.0,14.0,24.0,23.0,7.0,2.0,-22.0,-4.0,13.0,21.0,17.0,5,4,46.0
65,48.8,49.5,50.714285714285715,54.625,55.666666666666664,54.8,13.217412757419673,11.94571052721436,11.368293418015522,15.268431484602466,14.620191517213442,14.053864632588107,60.0,46.0,36.0,37.0,53.0,58.0,82.0,64.0,47.0,39.0,5.0,19.0,29.0,28.0,12.0,7.0,-17.0,1.0,18.0,26.0,6,4,60.0
32,47.8,46.0,47.0,48.375,52.111111111111114,53.3,14.463747785411647,13.66747965061591,12.754084313139321,12.431957666778443,16.151195346199952,15.684741346643582,65.0,60.0,46.0,36.0,37.0,53.0,58.0,82.0,64.0,47.0,-33.0,-28.0,-14.0,-4.0,-5.0,-21.0,-26.0,-50.0,-32.0,-15.0,0,4,65.0
36,47.8,45.833333333333336,44.57142857142857,45.625,47.0,50.5,14.463747785411647,13.804588609106274,13.036578575392426,12.431957666778443,12.338962679253063,16.057189459346016,32.0,65.0,60.0,46.0,36.0,37.0,53.0,58.0,82.0,64.0,4.0,-29.0,-24.0,-10.0,0.0,-1.0,-17.0,-22.0,-46.0,-28.0,1,4,32.0
46,47.8,47.5,45.857142857142854,44.75,45.666666666666664,46.9,14.463747785411647,12.957623238850557,12.601965077301383,12.080089876676055,11.629703349613004,11.637582795981844,36.0,32.0,65.0,60.0,46.0,36.0,37.0,53.0,58.0,82.0,10.0,14.0,-19.0,-14.0,0.0,10.0,9.0,-7.0,-12.0,-36.0,2,4,36.0
42,44.2,46.833333333333336,46.714285714285715,45.375,44.44444444444444,45.3,12.81405478371309,13.151679233720182,12.009916537515782,11.746580049407688,11.337009207801575,11.025727489225638,46.0,36.0,32.0,65.0,60.0,46.0,36.0,37.0,53.0,58.0,-4.0,6.0,10.0,-23.0,-18.0,-4.0,6.0,5.0,-11.0,-16.0,3,4,46.0
71,45.4,48.666666666666664,50.285714285714285,49.75,48.22222222222222,47.1,15.290519938837932,15.845083359410472,15.085470777255455,14.048385774071793,13.917415149532776,13.592890298485674,42.0,46.0,36.0,32.0,65.0,60.0,46.0,36.0,37.0,53.0,29.0,25.0,35.0,39.0,6.0,11.0,25.0,35.0,34.0,18.0,4,4,42.0
57,50.4,47.333333333333336,49.857142857142854,51.125,50.55555555555556,49.1,13.831124321616098,14.472963299430655,14.803474495633004,14.166736694504788,13.36142873265347,13.411852138231215,71.0,42.0,46.0,36.0,32.0,65.0,60.0,46.0,36.0,37.0,-14.0,15.0,11.0,21.0,25.0,-8.0,-3.0,11.0,21.0,20.0,5,4,71.0
61,55.4,52.166666666666664,49.285714285714285,51.25,52.22222222222222,51.6,11.67475909815703,13.105978279650344,14.185841365181515,14.260334598358579,13.654466098842693,13.023056476879749,57.0,71.0,42.0,46.0,36.0,32.0,65.0,60.0,46.0,36.0,4.0,-10.0,19.0,15.0,25.0,29.0,-4.0,1.0,15.0,25.0,6,4,57.0
38,53.8,52.5,50.142857142857146,47.875,49.77777777777778,50.8,13.663820841916815,12.629330940315086,13.10761320033222,13.726278238681969,14.051492605571994,13.636552187248618,61.0,57.0,71.0,42.0,46.0,36.0,32.0,65.0,60.0,46.0,-23.0,-19.0,-33.0,-4.0,-8.0,2.0,6.0,-27.0,-22.0,-8.0,0,4,61.0
