cnt,rolling_mean_5,rolling_mean_6,rolling_mean_7,rolling_mean_8,rolling_mean_9,rolling_mean_10,rolling_std_5,rolling_std_6,rolling_std_7,rolling_std_8,rolling_std_9,rolling_std_10,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_diff_1,lag_diff_2,lag_diff_3,lag_diff_4,lag_diff_5,lag_diff_6,lag_diff_7,lag_diff_8,lag_diff_9,lag_diff_10,day_of_week,month,Y
97,79.2,74.33333333333333,79.14285714285714,85.875,86.44444444444444,83.0,20.388722372919787,21.786846184490916,23.610933706149584,28.989838121067773,27.171267504070876,27.836826128150616,86.0,56.0,59.0,98.0,50.0,108.0,133.0,91.0,52.0,60.0,11.0,41.0,38.0,-1.0,47.0,-11.0,-36.0,6.0,45.0,37.0,5,2,86.0
104,80.4,83.33333333333333,78.57142857142857,82.25,87.88888888888889,88.2,21.892921230388602,20.858251764389717,22.831682248264457,23.559953917005622,27.782388506230188,26.211956559300695,97.0,86.0,56.0,59.0,98.0,50.0,108.0,133.0,91.0,52.0,7.0,18.0,48.0,45.0,6.0,54.0,-4.0,-29.0,13.0,52.0,6,2,97.0
58,80.2,76.66666666666667,79.71428571428571,76.0,79.55555555555556,84.9,22.14046069981381,21.611725212640163,21.312862201921526,22.35429009640623,23.47398086771347,27.84660362294356,104.0,97.0,86.0,56.0,59.0,98.0,50.0,108.0,133.0,91.0,-46.0,-39.0,-28.0,2.0,-1.0,-40.0,8.0,-50.0,-75.0,-33.0,0,2,104.0
90,87.0,81.83333333333333,78.57142857142857,81.0,77.55555555555556,80.6,17.606816861659006,20.203135070247555,20.362196532276364,20.064182728719068,21.424933553637405,22.376575053191473,58.0,104.0,97.0,86.0,56.0,59.0,98.0,50.0,108.0,133.0,32.0,-14.0,-7.0,4.0,34.0,31.0,-8.0,40.0,-18.0,-43.0,1,2,58.0
77,85.2,85.33333333333333,81.14285714285714,78.375,80.55555555555556,77.5,18.185158784019453,16.268579122549912,18.533110652995912,18.859915921642614,18.815625893862205,20.200385034834245,90.0,58.0,104.0,97.0,86.0,56.0,59.0,98.0,50.0,108.0,-13.0,19.0,-27.0,-20.0,-9.0,21.0,18.0,-21.0,27.0,-31.0,2,2,90.0
67,79.2,82.16666666666667,82.71428571428571,79.375,77.11111111111111,79.2,18.267457403809647,17.88202076574867,16.388149028228558,17.872065193639884,18.04469758990467,18.250114154894113,77.0,90.0,58.0,104.0,97.0,86.0,56.0,59.0,98.0,50.0,-10.0,-23.0,9.0,-37.0,-30.0,-19.0,11.0,8.0,-31.0,17.0,3,2,77.0
86,75.6,80.33333333333333,82.71428571428571,83.125,80.11111111111111,78.0,13.240090634130867,16.573070526208067,16.388149028228558,15.216884419242051,16.863010143835865,17.24335620850341,67.0,77.0,90.0,58.0,104.0,97.0,86.0,56.0,59.0,98.0,19.0,9.0,-4.0,28.0,-18.0,-11.0,0.0,30.0,27.0,-12.0,4,2,67.0
125,89.0,83.83333333333333,86.71428571428571,88.0,87.77777777777777,84.6,21.98863342729602,23.387318500988236,22.669467614056625,21.300570079560917,19.936008739074243,21.313532477434773,86.0,67.0,77.0,90.0,58.0,104.0,97.0,86.0,56.0,59.0,39.0,58.0,48.0,35.0,67.0,21.0,28.0,39.0,69.0,66.0,5,2,86.0
98,90.6,90.5,85.85714285714286,88.125,89.11111111111111,88.8,22.36738697300156,20.007498594277106,22.010819850159844,21.363771068931495,20.201760099335683,19.071794182334646,125.0,86.0,67.0,77.0,90.0,58.0,104.0,97.0,86.0,56.0,-27.0,12.0,31.0,21.0,8.0,40.0,-6.0,1.0,12.0,42.0,6,2,125.0
42,83.6,82.5,83.57142857142857,80.375,83.0,84.4,31.35761470520358,28.176231117734677,25.876998427542706,25.606570027464215,25.214083366245937,24.1808004646478,98.0,125.0,86.0,67.0,77.0,90.0,58.0,104.0,97.0,86.0,-56.0,-83.0,-44.0,-25.0,-35.0,-48.0,-16.0,-62.0,-55.0,-44.0,0,2,98.0
75,85.2,82.16666666666667,81.42857142857143,82.5,79.77777777777777,82.2,30.49098227345259,28.265998419774004,25.876998427542706,24.148351023265693,24.019667867071863,23.906298565673257,42.0,98.0,125.0,86.0,67.0,77.0,90.0,58.0,104.0,97.0,33.0,-23.0,-50.0,-11.0,8.0,-2.0,-15.0,17.0,-29.0,-22.0,1,3,42.0
64,80.8,81.66666666666667,79.57142857142857,79.25,80.44444444444444,78.2,31.901410627118043,28.612351645166576,26.70116815707472,24.737190047145038,23.415332109064305,23.189077888810782,75.0,42.0,98.0,125.0,86.0,67.0,77.0,90.0,58.0,104.0,-11.0,22.0,-34.0,-61.0,-22.0,-3.0,-13.0,-26.0,6.0,-40.0,2,3,75.0
66,69.0,78.33333333333333,79.42857142857143,77.875,77.77777777777777,79.0,20.248456731316587,29.166190472303136,26.782190244371616,25.181838693788826,23.557258848271044,22.543784558547888,64.0,75.0,42.0,98.0,125.0,86.0,67.0,77.0,90.0,58.0,2.0,-9.0,24.0,-32.0,-59.0,-20.0,-1.0,-11.0,-24.0,8.0,3,3,64.0
98,69.0,73.83333333333333,81.14285714285714,81.75,80.11111111111111,79.8,20.248456731316587,21.637159394584724,27.643133996398767,25.6501183511611,24.492062206174293,23.112286294907687,66.0,64.0,75.0,42.0,98.0,125.0,86.0,67.0,77.0,90.0,32.0,34.0,23.0,56.0,0.0,-27.0,12.0,31.0,21.0,8.0,4,3,66.0
104,81.4,74.83333333333333,78.14285714285714,84.0,84.22222222222223,82.5,18.487833837418595,23.06873786462246,22.80664063694732,26.838139173305485,25.113630650394708,24.295632895188756,98.0,66.0,64.0,75.0,42.0,98.0,125.0,86.0,67.0,77.0,6.0,38.0,40.0,29.0,62.0,6.0,-21.0,18.0,37.0,27.0,5,3,98.0
114,89.2,86.83333333333333,80.42857142857143,82.625,87.33333333333333,87.2,22.829805080201623,21.2265556948523,25.74138783397367,24.628308334690217,27.02313823374332,25.481147715299038,104.0,98.0,66.0,64.0,75.0,42.0,98.0,125.0,86.0,67.0,10.0,16.0,48.0,50.0,39.0,72.0,16.0,-11.0,28.0,47.0,6,3,104.0
85,93.4,88.5,86.57142857142857,81.0,82.88888888888889,87.1,18.568791021496253,20.491461636496307,19.38949150835011,23.886637029339827,23.051271355634835,25.488341561497407,114.0,104.0,98.0,66.0,64.0,75.0,42.0,98.0,125.0,86.0,-29.0,-19.0,-13.0,19.0,21.0,10.0,43.0,-13.0,-40.0,-1.0,0,3,114.0
64,93.0,88.5,85.0,83.75,79.11111111111111,81.0,19.313207915827963,20.491461636496307,20.872629605937693,19.64506481100461,23.051271355634835,22.538855339169285,85.0,114.0,104.0,98.0,66.0,64.0,75.0,42.0,98.0,125.0,-21.0,-50.0,-40.0,-34.0,-2.0,0.0,-11.0,22.0,-34.0,-61.0,1,3,85.0
68,87.0,88.83333333333333,85.57142857142857,82.875,82.0,78.0,21.863211109075444,20.064064061567056,20.24728082860464,20.237429961054136,19.11151485361639,22.01514630127781,64.0,85.0,114.0,104.0,98.0,66.0,64.0,75.0,42.0,98.0,4.0,-17.0,-46.0,-36.0,-30.0,2.0,4.0,-7.0,26.0,-30.0,2,3,64.0
75,81.2,85.0,86.85714285714286,84.25,82.0,81.3,19.992498593222408,20.15936506936664,19.04755952371652,19.1143177450084,19.11151485361639,18.15397109909197,68.0,64.0,85.0,114.0,104.0,98.0,66.0,64.0,75.0,42.0,7.0,11.0,-10.0,-39.0,-29.0,-23.0,9.0,11.0,0.0,33.0,3,3,68.0
79,74.2,80.83333333333333,84.14285714285714,85.875,83.66666666666667,81.7,8.408329203831155,17.904375629065264,18.542101386022132,17.852070708223984,17.96524422322168,18.043466038061162,75.0,68.0,64.0,85.0,114.0,104.0,98.0,66.0,64.0,75.0,4.0,11.0,15.0,-6.0,-35.0,-25.0,-19.0,13.0,15.0,4.0,4,3,75.0
128,82.8,83.16666666666667,87.57142857142857,89.625,90.55555555555556,88.1,25.93646082255634,23.21565563723468,24.185788822206753,23.132768965257924,21.81806081616278,21.987117440295215,79.0,75.0,68.0,64.0,85.0,114.0,104.0,98.0,66.0,64.0,49.0,53.0,60.0,64.0,43.0,14.0,24.0,30.0,62.0,64.0,5,3,79.0
110,92.0,87.33333333333333,87.0,90.375,91.88888888888889,92.5,25.758493744782516,25.71899427790027,23.494680248941464,23.754322914847673,22.67953066337818,21.469616774512904,128.0,79.0,75.0,68.0,64.0,85.0,114.0,104.0,98.0,66.0,-18.0,31.0,35.0,42.0,46.0,25.0,-4.0,6.0,12.0,44.0,6,3,128.0
84,95.2,90.66666666666667,86.85714285714286,86.625,89.66666666666667,91.1,22.862633269157776,23.26943632034663,23.5119017480408,21.7776917312845,22.321514285549714,21.527501790345635,110.0,128.0,79.0,75.0,68.0,64.0,85.0,114.0,104.0,98.0,-26.0,-44.0,5.0,9.0,16.0,20.0,-1.0,-30.0,-20.0,-14.0,0,3,110.0
101,100.4,96.16666666666667,92.14285714285714,88.625,88.22222222222223,90.8,19.882152800941853,20.585593668064746,21.598059877595272,22.334710334237286,20.927122220803422,21.347911685533422,84.0,110.0,128.0,79.0,75.0,68.0,64.0,85.0,114.0,104.0,17.0,-9.0,-27.0,22.0,26.0,33.0,37.0,16.0,-13.0,-3.0,1,3,84.0
80,100.6,97.0,93.85714285714286,90.625,87.66666666666667,87.4,19.616319736382763,19.636700333813742,19.760470401187078,20.451597911724583,21.08909670896314,19.900865419484784,101.0,84.0,110.0,128.0,79.0,75.0,68.0,64.0,85.0,114.0,-21.0,-4.0,-30.0,-48.0,1.0,5.0,12.0,16.0,-5.0,-34.0,2,3,101.0
86,92.2,98.16666666666667,95.42857142857143,92.875,90.11111111111111,87.5,12.735776379946373,18.53015560287251,18.401604484909676,18.50434311954127,19.192735894371886,19.88997514103806,80.0,101.0,84.0,110.0,128.0,79.0,75.0,68.0,64.0,85.0,6.0,-15.0,2.0,-24.0,-42.0,7.0,11.0,18.0,22.0,1.0,3,3,80.0
105,91.2,94.33333333333333,99.14285714285714,96.625,94.22222222222223,91.6,11.07700320483839,12.532624093407861,17.11167799514484,17.369410714570275,17.77482614385987,18.697593428032423,86.0,80.0,101.0,84.0,110.0,128.0,79.0,75.0,68.0,64.0,19.0,25.0,4.0,21.0,-5.0,-23.0,26.0,30.0,37.0,41.0,4,3,86.0
125,99.4,96.83333333333333,98.71428571428571,102.375,99.77777777777777,97.3,17.643695757975422,16.987250120801406,16.286131991301545,18.290805652801943,18.800118202938094,19.37954247825961,105.0,86.0,80.0,101.0,84.0,110.0,128.0,79.0,75.0,68.0,20.0,39.0,45.0,24.0,41.0,15.0,-3.0,46.0,50.0,57.0,5,3,105.0
142,107.6,106.5,103.28571428571429,104.125,106.77777777777777,104.0,26.08256122392891,23.48403713163479,23.063060549388545,21.483797881859054,21.614681224677923,22.191089302791042,125.0,105.0,86.0,80.0,101.0,84.0,110.0,128.0,79.0,75.0,17.0,37.0,56.0,62.0,41.0,58.0,32.0,14.0,63.0,67.0,6,3,125.0
62,104.0,100.0,100.14285714285714,98.125,99.44444444444444,102.3,31.51983502494897,29.846272799128556,27.24841629299198,25.86468911193682,24.51586787731117,24.815093973001417,142.0,125.0,105.0,86.0,80.0,101.0,84.0,110.0,128.0,79.0,-80.0,-63.0,-43.0,-24.0,-18.0,-39.0,-22.0,-48.0,-66.0,-17.0,0,3,142.0
81,103.0,100.16666666666667,97.28571428571429,97.75,96.22222222222223,97.6,32.30325061042619,29.714755032923758,28.176315619767642,26.11923210422324,24.858488378106266,23.83834446153232,62.0,142.0,125.0,105.0,86.0,80.0,101.0,84.0,110.0,128.0,19.0,-61.0,-44.0,-24.0,-5.0,1.0,-20.0,-3.0,-29.0,-47.0,1,3,62.0
84,98.8,99.83333333333333,97.85714285714286,95.625,96.22222222222223,95.0,33.32716609614445,29.915993492890518,27.80544653737568,26.505727143931963,24.858488378106266,23.753362335093193,81.0,62.0,142.0,125.0,105.0,86.0,80.0,101.0,84.0,110.0,3.0,22.0,-58.0,-41.0,-21.0,-2.0,4.0,-17.0,0.0,-26.0,2,3,81.0
83,90.4,96.16666666666667,97.42857142857143,96.0,94.22222222222223,94.9,30.220853727186462,30.49863384918524,28.040786620309248,26.273288988737487,25.148448151813348,23.806861755944823,84.0,81.0,62.0,142.0,125.0,105.0,86.0,80.0,101.0,84.0,-1.0,2.0,21.0,-59.0,-42.0,-22.0,-3.0,3.0,-18.0,-1.0,3,3,84.0
70,76.0,87.0,92.42857142857143,94.0,93.11111111111111,91.8,9.617692030835672,28.284271247461916,29.545767564109422,27.712812921102042,26.059760380922746,24.916750278566543,83.0,84.0,81.0,62.0,142.0,125.0,105.0,86.0,80.0,101.0,-13.0,-14.0,-11.0,8.0,-72.0,-55.0,-35.0,-16.0,-10.0,-31.0,4,3,83.0
99,83.4,79.83333333333333,88.71428571428571,93.25,94.55555555555556,93.7,10.358571330062846,12.734467663262077,26.215226400664452,27.452556477363952,25.97648509282535,24.639850288145496,70.0,83.0,84.0,81.0,62.0,142.0,125.0,105.0,86.0,80.0,29.0,16.0,15.0,18.0,37.0,-43.0,-26.0,-6.0,13.0,19.0,5,3,70.0
105,88.2,87.0,83.42857142857143,90.75,94.55555555555556,95.6,13.917614738165444,12.790621564255622,15.020620746794943,24.944223493913096,25.97648509282535,24.712569900985873,99.0,70.0,83.0,84.0,81.0,62.0,142.0,125.0,105.0,86.0,6.0,35.0,22.0,21.0,24.0,43.0,-37.0,-20.0,0.0,19.0,6,3,99.0
54,82.2,82.5,82.28571428571429,79.75,86.66666666666667,90.5,20.89736825535694,18.70561413052244,17.085220569391574,17.367868526185283,26.35336790620887,27.64557428916569,105.0,99.0,70.0,83.0,84.0,81.0,62.0,142.0,125.0,105.0,-51.0,-45.0,-16.0,-29.0,-30.0,-27.0,-8.0,-88.0,-71.0,-51.0,0,3,105.0
53,76.2,77.33333333333333,78.28571428571429,78.625,76.77777777777777,83.3,24.59064862910289,22.169047491190675,20.393743204835175,18.905309156047,18.532254165223513,27.031052102679585,54.0,105.0,99.0,70.0,83.0,84.0,81.0,62.0,142.0,125.0,-1.0,-52.0,-46.0,-17.0,-30.0,-31.0,-28.0,-9.0,-89.0,-72.0,1,3,54.0
61,74.4,73.66666666666667,75.0,76.125,76.66666666666667,75.2,25.47155275989275,22.853154413924297,21.15813476341111,19.845384493989677,18.634645153584216,18.170794638038743,53.0,54.0,105.0,99.0,70.0,83.0,84.0,81.0,62.0,142.0,8.0,7.0,-44.0,-38.0,-9.0,-22.0,-23.0,-20.0,-1.0,-81.0,2,3,53.0
80,70.6,75.33333333333333,74.57142857142857,75.625,76.55555555555556,77.0,22.074872593063816,22.89687023736361,20.998866182543757,19.668230365599392,18.6085404526464,17.600505043258774,61.0,53.0,54.0,105.0,99.0,70.0,83.0,84.0,81.0,62.0,19.0,27.0,26.0,-25.0,-19.0,10.0,-3.0,-4.0,-1.0,18.0,3,3,61.0
94,68.4,74.5,78.0,77.0,77.66666666666667,78.3,17.952715672009067,21.933991884743666,22.060522810365704,20.618992631621396,19.39071942966531,18.391121046128028,80.0,61.0,53.0,54.0,105.0,99.0,70.0,83.0,84.0,81.0,14.0,33.0,41.0,40.0,-11.0,-5.0,24.0,11.0,10.0,13.0,4,4,80.0
108,79.2,75.0,79.28571428571429,81.75,80.44444444444444,80.7,22.731036052058872,22.785960589801803,23.690464225888316,23.013970912097232,21.880991243035073,20.645419185217175,94.0,80.0,61.0,53.0,54.0,105.0,99.0,70.0,83.0,84.0,14.0,28.0,47.0,55.0,54.0,3.0,9.0,38.0,25.0,24.0,5,4,94.0
86,85.8,80.33333333333333,76.57142857142857,80.125,82.22222222222223,81.0,17.383900597967088,20.51990903163724,21.212081014185756,22.06119735126425,21.574161500379205,20.704266871026046,108.0,94.0,80.0,61.0,53.0,54.0,105.0,99.0,70.0,83.0,-22.0,-8.0,6.0,25.0,33.0,32.0,-19.0,-13.0,16.0,3.0,6,4,108.0
69,87.4,83.0,78.71428571428571,75.625,78.88888888888889,80.9,14.690132742763097,16.99411662899843,19.21556908441939,19.820173705451875,20.966905139078367,20.765623301772358,86.0,108.0,94.0,80.0,61.0,53.0,54.0,105.0,99.0,70.0,-17.0,-39.0,-25.0,-11.0,8.0,16.0,15.0,-36.0,-30.0,-1.0,0,4,86.0
75,86.4,85.33333333333333,81.85714285714286,78.25,75.55555555555556,78.5,15.4693244842818,14.080719678577067,15.805363767073596,17.838561761372073,18.5412453135645,19.80600357916199,69.0,86.0,108.0,94.0,80.0,61.0,53.0,54.0,105.0,99.0,6.0,-11.0,-33.0,-19.0,-5.0,14.0,22.0,21.0,-30.0,-24.0,1,4,69.0
84,84.4,86.0,85.14285714285714,82.125,78.88888888888889,76.4,14.876155417311299,13.870832707519789,12.863754913561959,14.652522942190837,16.796163583125487,17.6836396454777,75.0,69.0,86.0,108.0,94.0,80.0,61.0,53.0,54.0,105.0,9.0,15.0,-2.0,-24.0,-10.0,4.0,23.0,31.0,30.0,-21.0,2,4,75.0
65,75.8,81.16666666666667,83.0,82.625,80.22222222222223,77.5,9.148770409186135,15.484400752585406,14.944341180973229,13.876367371490698,14.847371634213383,16.433367139924652,84.0,75.0,69.0,86.0,108.0,94.0,80.0,61.0,53.0,54.0,-19.0,-10.0,-4.0,-21.0,-43.0,-29.0,-15.0,4.0,12.0,11.0,3,4,84.0
73,73.2,75.33333333333333,80.0,81.75,81.55555555555556,79.5,7.155417527999307,8.26236447190921,14.46835627614044,14.280356138016014,13.370780746754376,14.183323540928855,65.0,84.0,75.0,69.0,86.0,108.0,94.0,80.0,61.0,53.0,8.0,-11.0,-2.0,4.0,-13.0,-35.0,-21.0,-7.0,12.0,20.0,4,4,65.0
115,82.4,80.16666666666667,81.0,84.375,85.44444444444444,84.9,19.437077969694936,18.225440095280753,16.782927833565445,18.23605142097849,17.357355149266766,16.45498911171524,73.0,65.0,84.0,75.0,69.0,86.0,108.0,94.0,80.0,61.0,42.0,50.0,31.0,40.0,46.0,29.0,7.0,21.0,35.0,54.0,5,4,73.0
129,93.2,90.16666666666667,87.14285714285714,87.0,89.33333333333333,89.8,27.589853207293455,25.771431211065227,24.849068201367015,23.00931488394584,22.632940595512544,21.389509370509458,115.0,73.0,65.0,84.0,75.0,69.0,86.0,108.0,94.0,80.0,14.0,56.0,64.0,45.0,54.0,60.0,43.0,21.0,35.0,49.0,6,4,115.0
83,93.0,91.5,89.14285714285714,86.625,86.55555555555556,88.7,27.676705006196112,25.025986494042552,23.681417267754956,23.052347261953923,21.56450272502887,21.432322423023717,129.0,115.0,73.0,65.0,84.0,75.0,69.0,86.0,108.0,94.0,-46.0,-32.0,10.0,18.0,-1.0,8.0,14.0,-3.0,-25.0,-11.0,0,4,129.0
58,91.6,87.16666666666667,86.71428571428571,85.25,83.44444444444444,83.7,29.56010825419963,28.58262875710817,26.119687885541325,24.53423264397262,23.580241257836562,22.24634801489899,83.0,129.0,115.0,73.0,65.0,84.0,75.0,69.0,86.0,108.0,-25.0,-71.0,-57.0,-15.0,-7.0,-26.0,-17.0,-11.0,-28.0,-50.0,1,4,83.0
102,97.4,93.33333333333333,89.28571428571429,88.625,87.11111111111111,85.3,27.790286072654983,26.778100505201387,26.687789253478716,24.778663056289844,23.61908362132432,22.99299410206897,58.0,83.0,129.0,115.0,73.0,65.0,84.0,75.0,69.0,86.0,44.0,19.0,-27.0,-13.0,29.0,37.0,18.0,27.0,33.0,16.0,2,4,58.0
96,93.6,97.16666666666667,93.71428571428571,90.125,89.44444444444444,88.0,26.024987992312333,24.862957721612013,24.465719457465937,24.821865361007827,23.30831992610745,22.44499449270992,102.0,58.0,83.0,129.0,115.0,73.0,65.0,84.0,75.0,69.0,-6.0,38.0,13.0,-33.0,-19.0,23.0,31.0,12.0,21.0,27.0,3,4,102.0
92,86.2,93.33333333333333,96.42857142857143,93.5,90.33333333333333,89.7,17.210461934532752,23.28661990643268,22.780526353716667,22.658962276074597,23.227139298673862,21.990149309785682,96.0,102.0,58.0,83.0,129.0,115.0,73.0,65.0,84.0,75.0,-4.0,-10.0,34.0,9.0,-37.0,-23.0,19.0,27.0,8.0,17.0,4,4,96.0
103,90.2,89.0,94.71428571428571,97.25,94.55555555555556,91.6,18.552627846210928,16.852299546352732,21.569378647473687,21.218253597181036,21.430767083279534,22.262075374951035,92.0,96.0,102.0,58.0,83.0,129.0,115.0,73.0,65.0,84.0,11.0,7.0,1.0,45.0,20.0,-26.0,-12.0,30.0,38.0,19.0,5,4,92.0
113,101.2,94.0,92.42857142857143,97.0,99.0,96.4,7.981227975694077,19.02629759044045,17.859237972331844,20.98979343803623,20.530465167647804,21.0301371052751,103.0,92.0,96.0,102.0,58.0,83.0,129.0,115.0,73.0,65.0,10.0,21.0,17.0,11.0,55.0,30.0,-16.0,-2.0,40.0,48.0,6,4,103.0
81,97.0,97.83333333333333,92.14285714285714,91.0,95.22222222222223,97.2,11.979148550711002,10.907184176801376,18.05019456431211,17.02099543840741,20.3456247002751,20.17589320616732,113.0,103.0,92.0,96.0,102.0,58.0,83.0,129.0,115.0,73.0,-32.0,-22.0,-11.0,-15.0,-21.0,23.0,-2.0,-48.0,-34.0,8.0,0,4,113.0
86,95.0,95.16666666666667,96.14285714285714,91.375,90.44444444444444,94.3,12.980754985747224,11.617515511789367,10.915257997081687,16.851769724783896,16.00867820208082,19.402462615749506,81.0,113.0,103.0,92.0,96.0,102.0,58.0,83.0,129.0,115.0,5.0,-27.0,-17.0,-6.0,-10.0,-16.0,28.0,3.0,-43.0,-29.0,1,4,81.0
81,92.8,92.66666666666667,93.14285714285714,94.25,90.22222222222223,89.5,14.46374778541168,12.940891262454327,11.880355935023825,11.436158196077672,16.1382912492136,15.385779870459057,86.0,81.0,113.0,103.0,92.0,96.0,102.0,58.0,83.0,129.0,-5.0,0.0,-32.0,-22.0,-11.0,-15.0,-21.0,23.0,-2.0,-48.0,2,4,86.0
78,87.8,90.33333333333333,90.57142857142857,91.25,92.44444444444444,89.0,14.37706506906055,14.278188493876488,13.049356853336223,12.232859728732992,11.990737165736624,15.698549119088849,81.0,86.0,81.0,113.0,103.0,92.0,96.0,102.0,58.0,83.0,-3.0,-8.0,-3.0,-35.0,-25.0,-14.0,-18.0,-24.0,20.0,-5.0,3,4,81.0
110,87.2,91.5,93.14285714285714,93.0,93.33333333333333,94.2,13.065221008463695,15.732132722552281,15.004761149143823,13.897584579446077,13.038404810405291,12.594531441154285,78.0,81.0,86.0,81.0,113.0,103.0,92.0,96.0,102.0,58.0,32.0,29.0,24.0,29.0,-3.0,7.0,18.0,14.0,8.0,52.0,4,4,78.0
132,97.4,94.66666666666667,97.28571428571429,98.0,97.33333333333333,97.2,23.08246087400565,21.70407027879026,20.989793438036195,19.53750971117573,18.38477631085023,17.33846078007573,110.0,78.0,81.0,86.0,81.0,113.0,103.0,92.0,96.0,102.0,22.0,54.0,51.0,46.0,51.0,19.0,29.0,40.0,36.0,30.0,5,4,110.0
112,102.6,99.83333333333333,97.14285714285714,99.125,99.55555555555556,98.8,22.79912279014265,21.488756750139515,20.868066285024806,20.11706809083841,18.862072467726808,17.943120006162747,132.0,110.0,78.0,81.0,86.0,81.0,113.0,103.0,92.0,96.0,-20.0,2.0,34.0,31.0,26.0,31.0,-1.0,9.0,20.0,16.0,6,4,132.0
85,103.4,99.66666666666667,97.71428571428571,95.625,97.55555555555556,98.1,21.904337470008127,21.620977467882124,20.40191400918291,19.79132205213762,19.397880754808696,18.36935854441672,112.0,132.0,110.0,78.0,81.0,86.0,81.0,113.0,103.0,92.0,-27.0,-47.0,-25.0,7.0,4.0,-1.0,4.0,-28.0,-18.0,-7.0,0,4,112.0
