item_id,store_id,date_id,cnt,item_id_without_store,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,CASHBACK_STORE_1,CASHBACK_STORE_2,CASHBACK_STORE_3
STORE_1_064,STORE_1,38,0,064,2011-03-07,11106,Monday,3,3,2011,,,,,0,1,1
STORE_1_064,STORE_1,39,2,064,2011-03-08,11106,Tuesday,4,3,2011,,,,,1,1,0
STORE_1_064,STORE_1,40,0,064,2011-03-09,11106,Wednesday,5,3,2011,LentStart,Religious,,,1,1,1
STORE_1_064,STORE_1,41,0,064,2011-03-10,11106,Thursday,6,3,2011,,,,,0,1,0
STORE_1_064,STORE_1,42,1,064,2011-03-11,11106,Friday,7,3,2011,,,,,1,0,1
STORE_1_064,STORE_1,43,1,064,2011-03-12,11107,Saturday,1,3,2011,,,,,1,0,1
STORE_1_064,STORE_1,44,2,064,2011-03-13,11107,Sunday,2,3,2011,,,,,0,0,1
STORE_1_064,STORE_1,45,1,064,2011-03-14,11107,Monday,3,3,2011,,,,,1,0,0
STORE_1_064,STORE_1,46,0,064,2011-03-15,11107,Tuesday,4,3,2011,,,,,1,0,1
STORE_1_064,STORE_1,47,2,064,2011-03-16,11107,Wednesday,5,3,2011,LentWeek2,Religious,,,0,0,0
STORE_1_064,STORE_1,48,0,064,2011-03-17,11107,Thursday,6,3,2011,StPatricksDay,Cultural,,,0,0,0
STORE_1_064,STORE_1,49,2,064,2011-03-18,11107,Friday,7,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,50,6,064,2011-03-19,11108,Saturday,1,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,51,0,064,2011-03-20,11108,Sunday,2,3,2011,Purim End,Religious,,,0,0,0
STORE_1_064,STORE_1,52,0,064,2011-03-21,11108,Monday,3,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,53,0,064,2011-03-22,11108,Tuesday,4,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,54,0,064,2011-03-23,11108,Wednesday,5,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,55,0,064,2011-03-24,11108,Thursday,6,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,56,0,064,2011-03-25,11108,Friday,7,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,57,2,064,2011-03-26,11109,Saturday,1,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,58,1,064,2011-03-27,11109,Sunday,2,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,59,0,064,2011-03-28,11109,Monday,3,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,60,0,064,2011-03-29,11109,Tuesday,4,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,61,0,064,2011-03-30,11109,Wednesday,5,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,62,0,064,2011-03-31,11109,Thursday,6,3,2011,,,,,0,0,0
STORE_1_064,STORE_1,63,0,064,2011-04-01,11109,Friday,7,4,2011,,,,,0,1,1
STORE_1_064,STORE_1,64,0,064,2011-04-02,11110,Saturday,1,4,2011,,,,,1,1,0
STORE_1_064,STORE_1,65,1,064,2011-04-03,11110,Sunday,2,4,2011,,,,,1,1,1
STORE_1_064,STORE_1,66,0,064,2011-04-04,11110,Monday,3,4,2011,,,,,0,1,0
STORE_1_064,STORE_1,67,0,064,2011-04-05,11110,Tuesday,4,4,2011,,,,,1,1,1
STORE_1_064,STORE_1,68,0,064,2011-04-06,11110,Wednesday,5,4,2011,,,,,1,1,1
STORE_1_064,STORE_1,69,0,064,2011-04-07,11110,Thursday,6,4,2011,,,,,0,1,1
STORE_1_064,STORE_1,70,0,064,2011-04-08,11110,Friday,7,4,2011,,,,,1,1,0
STORE_1_064,STORE_1,71,0,064,2011-04-09,11111,Saturday,1,4,2011,,,,,1,1,1
STORE_1_064,STORE_1,72,2,064,2011-04-10,11111,Sunday,2,4,2011,,,,,0,1,0
STORE_1_064,STORE_1,73,3,064,2011-04-11,11111,Monday,3,4,2011,,,,,1,0,1
STORE_1_064,STORE_1,74,1,064,2011-04-12,11111,Tuesday,4,4,2011,,,,,1,0,1
STORE_1_064,STORE_1,75,3,064,2011-04-13,11111,Wednesday,5,4,2011,,,,,0,0,1
STORE_1_064,STORE_1,76,1,064,2011-04-14,11111,Thursday,6,4,2011,,,,,1,0,0
STORE_1_064,STORE_1,77,1,064,2011-04-15,11111,Friday,7,4,2011,,,,,1,0,1
STORE_1_064,STORE_1,78,2,064,2011-04-16,11112,Saturday,1,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,79,1,064,2011-04-17,11112,Sunday,2,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,80,2,064,2011-04-18,11112,Monday,3,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,81,0,064,2011-04-19,11112,Tuesday,4,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,82,1,064,2011-04-20,11112,Wednesday,5,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,83,1,064,2011-04-21,11112,Thursday,6,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,84,2,064,2011-04-22,11112,Friday,7,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,85,0,064,2011-04-23,11113,Saturday,1,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,86,0,064,2011-04-24,11113,Sunday,2,4,2011,OrthodoxEaster,Religious,Easter,Cultural,0,0,0
STORE_1_064,STORE_1,87,0,064,2011-04-25,11113,Monday,3,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,88,0,064,2011-04-26,11113,Tuesday,4,4,2011,Pesach End,Religious,,,0,0,0
STORE_1_064,STORE_1,89,1,064,2011-04-27,11113,Wednesday,5,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,90,1,064,2011-04-28,11113,Thursday,6,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,91,0,064,2011-04-29,11113,Friday,7,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,92,0,064,2011-04-30,11114,Saturday,1,4,2011,,,,,0,0,0
STORE_1_064,STORE_1,93,0,064,2011-05-01,11114,Sunday,2,5,2011,,,,,0,1,1
STORE_1_064,STORE_1,94,1,064,2011-05-02,11114,Monday,3,5,2011,,,,,1,1,0
STORE_1_064,STORE_1,95,0,064,2011-05-03,11114,Tuesday,4,5,2011,,,,,1,1,1
STORE_1_064,STORE_1,96,0,064,2011-05-04,11114,Wednesday,5,5,2011,,,,,0,1,0
STORE_1_064,STORE_1,97,0,064,2011-05-05,11114,Thursday,6,5,2011,Cinco De Mayo,Cultural,,,1,1,1
STORE_1_064,STORE_1,98,0,064,2011-05-06,11114,Friday,7,5,2011,,,,,1,1,1
STORE_1_064,STORE_1,99,1,064,2011-05-07,11115,Saturday,1,5,2011,,,,,0,1,1
STORE_1_064,STORE_1,100,0,064,2011-05-08,11115,Sunday,2,5,2011,Mother's day,Cultural,,,1,1,0
STORE_1_064,STORE_1,101,0,064,2011-05-09,11115,Monday,3,5,2011,,,,,1,1,1
STORE_1_064,STORE_1,102,0,064,2011-05-10,11115,Tuesday,4,5,2011,,,,,0,1,0
STORE_1_064,STORE_1,103,0,064,2011-05-11,11115,Wednesday,5,5,2011,,,,,1,0,1
STORE_1_064,STORE_1,104,0,064,2011-05-12,11115,Thursday,6,5,2011,,,,,1,0,1
STORE_1_064,STORE_1,105,1,064,2011-05-13,11115,Friday,7,5,2011,,,,,0,0,1
STORE_1_064,STORE_1,106,0,064,2011-05-14,11116,Saturday,1,5,2011,,,,,1,0,0
STORE_1_064,STORE_1,107,1,064,2011-05-15,11116,Sunday,2,5,2011,,,,,1,0,1
STORE_1_064,STORE_1,108,0,064,2011-05-16,11116,Monday,3,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,109,0,064,2011-05-17,11116,Tuesday,4,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,110,1,064,2011-05-18,11116,Wednesday,5,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,111,0,064,2011-05-19,11116,Thursday,6,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,112,1,064,2011-05-20,11116,Friday,7,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,113,1,064,2011-05-21,11117,Saturday,1,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,114,0,064,2011-05-22,11117,Sunday,2,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,115,0,064,2011-05-23,11117,Monday,3,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,116,0,064,2011-05-24,11117,Tuesday,4,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,117,0,064,2011-05-25,11117,Wednesday,5,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,118,0,064,2011-05-26,11117,Thursday,6,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,119,1,064,2011-05-27,11117,Friday,7,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,120,1,064,2011-05-28,11118,Saturday,1,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,121,1,064,2011-05-29,11118,Sunday,2,5,2011,,,,,0,0,0
STORE_1_064,STORE_1,122,1,064,2011-05-30,11118,Monday,3,5,2011,MemorialDay,National,,,0,0,0
STORE_1_064,STORE_1,123,0,064,2011-05-31,11118,Tuesday,4,5,2011,NBAFinalsStart,Sporting,,,0,0,0
STORE_1_064,STORE_1,124,0,064,2011-06-01,11118,Wednesday,5,6,2011,,,,,0,1,1
STORE_1_064,STORE_1,125,0,064,2011-06-02,11118,Thursday,6,6,2011,,,,,1,1,0
STORE_1_064,STORE_1,126,2,064,2011-06-03,11118,Friday,7,6,2011,,,,,1,1,1
STORE_1_064,STORE_1,127,2,064,2011-06-04,11119,Saturday,1,6,2011,,,,,0,1,0
STORE_1_064,STORE_1,128,3,064,2011-06-05,11119,Sunday,2,6,2011,,,,,1,1,1
STORE_1_064,STORE_1,129,0,064,2011-06-06,11119,Monday,3,6,2011,,,,,1,1,1
STORE_1_064,STORE_1,130,2,064,2011-06-07,11119,Tuesday,4,6,2011,,,,,0,1,1
STORE_1_064,STORE_1,131,0,064,2011-06-08,11119,Wednesday,5,6,2011,,,,,1,1,0
STORE_1_064,STORE_1,132,0,064,2011-06-09,11119,Thursday,6,6,2011,,,,,1,1,1
STORE_1_064,STORE_1,133,0,064,2011-06-10,11119,Friday,7,6,2011,,,,,0,1,0
STORE_1_064,STORE_1,134,2,064,2011-06-11,11120,Saturday,1,6,2011,,,,,1,0,1
STORE_1_064,STORE_1,135,1,064,2011-06-12,11120,Sunday,2,6,2011,NBAFinalsEnd,Sporting,,,1,0,1
STORE_1_064,STORE_1,136,1,064,2011-06-13,11120,Monday,3,6,2011,,,,,0,0,1
STORE_1_064,STORE_1,137,1,064,2011-06-14,11120,Tuesday,4,6,2011,,,,,1,0,0
STORE_1_064,STORE_1,138,0,064,2011-06-15,11120,Wednesday,5,6,2011,,,,,1,0,1
STORE_1_064,STORE_1,139,1,064,2011-06-16,11120,Thursday,6,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,140,0,064,2011-06-17,11120,Friday,7,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,141,2,064,2011-06-18,11121,Saturday,1,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,142,0,064,2011-06-19,11121,Sunday,2,6,2011,Father's day,Cultural,,,0,0,0
STORE_1_064,STORE_1,143,2,064,2011-06-20,11121,Monday,3,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,144,0,064,2011-06-21,11121,Tuesday,4,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,145,0,064,2011-06-22,11121,Wednesday,5,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,146,0,064,2011-06-23,11121,Thursday,6,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,147,0,064,2011-06-24,11121,Friday,7,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,148,0,064,2011-06-25,11122,Saturday,1,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,149,0,064,2011-06-26,11122,Sunday,2,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,150,0,064,2011-06-27,11122,Monday,3,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,151,0,064,2011-06-28,11122,Tuesday,4,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,152,0,064,2011-06-29,11122,Wednesday,5,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,153,2,064,2011-06-30,11122,Thursday,6,6,2011,,,,,0,0,0
STORE_1_064,STORE_1,154,0,064,2011-07-01,11122,Friday,7,7,2011,,,,,0,1,1
STORE_1_064,STORE_1,155,0,064,2011-07-02,11123,Saturday,1,7,2011,,,,,1,1,0
STORE_1_064,STORE_1,156,0,064,2011-07-03,11123,Sunday,2,7,2011,,,,,1,1,1
STORE_1_064,STORE_1,157,0,064,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,,,0,1,0
STORE_1_064,STORE_1,158,0,064,2011-07-05,11123,Tuesday,4,7,2011,,,,,1,1,1
STORE_1_064,STORE_1,159,0,064,2011-07-06,11123,Wednesday,5,7,2011,,,,,1,1,1
STORE_1_064,STORE_1,160,0,064,2011-07-07,11123,Thursday,6,7,2011,,,,,0,1,1
STORE_1_064,STORE_1,161,0,064,2011-07-08,11123,Friday,7,7,2011,,,,,1,1,0
STORE_1_064,STORE_1,162,1,064,2011-07-09,11124,Saturday,1,7,2011,,,,,1,1,1
STORE_1_064,STORE_1,163,0,064,2011-07-10,11124,Sunday,2,7,2011,,,,,0,1,0
STORE_1_064,STORE_1,164,0,064,2011-07-11,11124,Monday,3,7,2011,,,,,1,0,1
STORE_1_064,STORE_1,165,0,064,2011-07-12,11124,Tuesday,4,7,2011,,,,,1,0,1
STORE_1_064,STORE_1,166,0,064,2011-07-13,11124,Wednesday,5,7,2011,,,,,0,0,1
STORE_1_064,STORE_1,167,2,064,2011-07-14,11124,Thursday,6,7,2011,,,,,1,0,0
STORE_1_064,STORE_1,168,0,064,2011-07-15,11124,Friday,7,7,2011,,,,,1,0,1
STORE_1_064,STORE_1,169,2,064,2011-07-16,11125,Saturday,1,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,170,0,064,2011-07-17,11125,Sunday,2,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,171,0,064,2011-07-18,11125,Monday,3,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,172,0,064,2011-07-19,11125,Tuesday,4,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,173,0,064,2011-07-20,11125,Wednesday,5,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,174,0,064,2011-07-21,11125,Thursday,6,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,175,2,064,2011-07-22,11125,Friday,7,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,176,1,064,2011-07-23,11126,Saturday,1,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,177,1,064,2011-07-24,11126,Sunday,2,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,178,0,064,2011-07-25,11126,Monday,3,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,179,0,064,2011-07-26,11126,Tuesday,4,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,180,0,064,2011-07-27,11126,Wednesday,5,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,181,1,064,2011-07-28,11126,Thursday,6,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,182,1,064,2011-07-29,11126,Friday,7,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,183,0,064,2011-07-30,11127,Saturday,1,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,184,0,064,2011-07-31,11127,Sunday,2,7,2011,,,,,0,0,0
STORE_1_064,STORE_1,185,0,064,2011-08-01,11127,Monday,3,8,2011,Ramadan starts,Religious,,,0,1,1
STORE_1_064,STORE_1,186,4,064,2011-08-02,11127,Tuesday,4,8,2011,,,,,1,1,0
STORE_1_064,STORE_1,187,0,064,2011-08-03,11127,Wednesday,5,8,2011,,,,,1,1,1
STORE_1_064,STORE_1,188,0,064,2011-08-04,11127,Thursday,6,8,2011,,,,,0,1,0
STORE_1_064,STORE_1,189,0,064,2011-08-05,11127,Friday,7,8,2011,,,,,1,1,1
STORE_1_064,STORE_1,190,1,064,2011-08-06,11128,Saturday,1,8,2011,,,,,1,1,1
STORE_1_064,STORE_1,191,0,064,2011-08-07,11128,Sunday,2,8,2011,,,,,0,1,1
STORE_1_064,STORE_1,192,0,064,2011-08-08,11128,Monday,3,8,2011,,,,,1,1,0
STORE_1_064,STORE_1,193,1,064,2011-08-09,11128,Tuesday,4,8,2011,,,,,1,1,1
STORE_1_064,STORE_1,194,0,064,2011-08-10,11128,Wednesday,5,8,2011,,,,,0,1,0
STORE_1_064,STORE_1,195,0,064,2011-08-11,11128,Thursday,6,8,2011,,,,,1,0,1
STORE_1_064,STORE_1,196,0,064,2011-08-12,11128,Friday,7,8,2011,,,,,1,0,1
STORE_1_064,STORE_1,197,1,064,2011-08-13,11129,Saturday,1,8,2011,,,,,0,0,1
STORE_1_064,STORE_1,198,0,064,2011-08-14,11129,Sunday,2,8,2011,,,,,1,0,0
STORE_1_064,STORE_1,199,1,064,2011-08-15,11129,Monday,3,8,2011,,,,,1,0,1
STORE_1_064,STORE_1,200,0,064,2011-08-16,11129,Tuesday,4,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,201,1,064,2011-08-17,11129,Wednesday,5,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,202,2,064,2011-08-18,11129,Thursday,6,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,203,0,064,2011-08-19,11129,Friday,7,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,204,0,064,2011-08-20,11130,Saturday,1,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,205,0,064,2011-08-21,11130,Sunday,2,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,206,1,064,2011-08-22,11130,Monday,3,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,207,0,064,2011-08-23,11130,Tuesday,4,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,208,1,064,2011-08-24,11130,Wednesday,5,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,209,0,064,2011-08-25,11130,Thursday,6,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,210,2,064,2011-08-26,11130,Friday,7,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,211,0,064,2011-08-27,11131,Saturday,1,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,212,2,064,2011-08-28,11131,Sunday,2,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,213,0,064,2011-08-29,11131,Monday,3,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,214,3,064,2011-08-30,11131,Tuesday,4,8,2011,,,,,0,0,0
STORE_1_064,STORE_1,215,0,064,2011-08-31,11131,Wednesday,5,8,2011,Eid al-Fitr,Religious,,,0,0,0
STORE_1_064,STORE_1,216,0,064,2011-09-01,11131,Thursday,6,9,2011,,,,,0,1,1
STORE_1_064,STORE_1,217,1,064,2011-09-02,11131,Friday,7,9,2011,,,,,1,1,0
STORE_1_064,STORE_1,218,0,064,2011-09-03,11132,Saturday,1,9,2011,,,,,1,1,1
STORE_1_064,STORE_1,219,0,064,2011-09-04,11132,Sunday,2,9,2011,,,,,0,1,0
STORE_1_064,STORE_1,220,1,064,2011-09-05,11132,Monday,3,9,2011,LaborDay,National,,,1,1,1
STORE_1_064,STORE_1,221,1,064,2011-09-06,11132,Tuesday,4,9,2011,,,,,1,1,1
STORE_1_064,STORE_1,222,0,064,2011-09-07,11132,Wednesday,5,9,2011,,,,,0,1,1
STORE_1_064,STORE_1,223,0,064,2011-09-08,11132,Thursday,6,9,2011,,,,,1,1,0
STORE_1_064,STORE_1,224,1,064,2011-09-09,11132,Friday,7,9,2011,,,,,1,1,1
STORE_1_064,STORE_1,225,1,064,2011-09-10,11133,Saturday,1,9,2011,,,,,0,1,0
STORE_1_064,STORE_1,226,0,064,2011-09-11,11133,Sunday,2,9,2011,,,,,1,0,1
STORE_1_064,STORE_1,227,0,064,2011-09-12,11133,Monday,3,9,2011,,,,,1,0,1
STORE_1_064,STORE_1,228,0,064,2011-09-13,11133,Tuesday,4,9,2011,,,,,0,0,1
STORE_1_064,STORE_1,229,1,064,2011-09-14,11133,Wednesday,5,9,2011,,,,,1,0,0
STORE_1_064,STORE_1,230,1,064,2011-09-15,11133,Thursday,6,9,2011,,,,,1,0,1
STORE_1_064,STORE_1,231,1,064,2011-09-16,11133,Friday,7,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,232,0,064,2011-09-17,11134,Saturday,1,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,233,2,064,2011-09-18,11134,Sunday,2,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,234,0,064,2011-09-19,11134,Monday,3,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,235,0,064,2011-09-20,11134,Tuesday,4,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,236,0,064,2011-09-21,11134,Wednesday,5,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,237,0,064,2011-09-22,11134,Thursday,6,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,238,0,064,2011-09-23,11134,Friday,7,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,239,1,064,2011-09-24,11135,Saturday,1,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,240,0,064,2011-09-25,11135,Sunday,2,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,241,0,064,2011-09-26,11135,Monday,3,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,242,0,064,2011-09-27,11135,Tuesday,4,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,243,0,064,2011-09-28,11135,Wednesday,5,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,244,0,064,2011-09-29,11135,Thursday,6,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,245,0,064,2011-09-30,11135,Friday,7,9,2011,,,,,0,0,0
STORE_1_064,STORE_1,246,1,064,2011-10-01,11136,Saturday,1,10,2011,,,,,0,1,1
STORE_1_064,STORE_1,247,1,064,2011-10-02,11136,Sunday,2,10,2011,,,,,1,1,0
STORE_1_064,STORE_1,248,0,064,2011-10-03,11136,Monday,3,10,2011,,,,,1,1,1
STORE_1_064,STORE_1,249,0,064,2011-10-04,11136,Tuesday,4,10,2011,,,,,0,1,0
STORE_1_064,STORE_1,250,1,064,2011-10-05,11136,Wednesday,5,10,2011,,,,,1,1,1
STORE_1_064,STORE_1,251,0,064,2011-10-06,11136,Thursday,6,10,2011,,,,,1,1,1
STORE_1_064,STORE_1,252,0,064,2011-10-07,11136,Friday,7,10,2011,,,,,0,1,1
STORE_1_064,STORE_1,253,0,064,2011-10-08,11137,Saturday,1,10,2011,,,,,1,1,0
STORE_1_064,STORE_1,254,0,064,2011-10-09,11137,Sunday,2,10,2011,,,,,1,1,1
STORE_1_064,STORE_1,255,0,064,2011-10-10,11137,Monday,3,10,2011,ColumbusDay,National,,,0,1,0
STORE_1_064,STORE_1,256,0,064,2011-10-11,11137,Tuesday,4,10,2011,,,,,1,0,1
STORE_1_064,STORE_1,257,0,064,2011-10-12,11137,Wednesday,5,10,2011,,,,,1,0,1
STORE_1_064,STORE_1,258,0,064,2011-10-13,11137,Thursday,6,10,2011,,,,,0,0,1
STORE_1_064,STORE_1,259,0,064,2011-10-14,11137,Friday,7,10,2011,,,,,1,0,0
STORE_1_064,STORE_1,260,2,064,2011-10-15,11138,Saturday,1,10,2011,,,,,1,0,1
STORE_1_064,STORE_1,261,2,064,2011-10-16,11138,Sunday,2,10,2011,,,,,0,0,0
